0;человек;{"name":"человек"}
1;время;{"name":"время"}
2;жизнь;{"name":"жизнь"}
3;работа;{"name":"работа"}
4;слово;{"name":"слово"}
5;место;{"name":"место"}
6;вопрос;{"name":"вопрос"}
7;сторона;{"name":"сторона"}
8;страна;{"name":"страна"}
9;случай;{"name":"случай"}
10;конец;{"name":"конец"}
11;система;{"name":"система"}
12;часть;{"name":"часть"}
13;город;{"name":"город"}
14;отношение;{"name":"отношение"}
15;женщина;{"name":"женщина"}
16;машина;{"name":"машина"}
17;проблема;{"name":"проблема"}
18;решение;{"name":"решение"}
19;дверь;{"name":"дверь"}
20;история;{"name":"история"}
21;власть;{"name":"власть"}
22;закон;{"name":"закон"}
23;война;{"name":"война"}
24;голос;{"name":"голос"}
25;книга;{"name":"книга"}
26;возможность;{"name":"возможность"}
27;результат;{"name":"результат"}
28;область;{"name":"область"}
29;статья;{"name":"статья"}
30;число;{"name":"число"}
31;компания;{"name":"компания"}
32;народ;{"name":"народ"}
33;группа;{"name":"группа"}
34;развитие;{"name":"развитие"}
35;процесс;{"name":"процесс"}
36;условие;{"name":"условие"}
37;средство;{"name":"средство"}
38;уровень;{"name":"уровень"}
39;форма;{"name":"форма"}
40;связь;{"name":"связь"}
41;минута;{"name":"минута"}
42;улица;{"name":"улица"}
43;вечер;{"name":"вечер"}
44;качество;{"name":"качество"}
45;дорога;{"name":"дорога"}
46;действие;{"name":"действие"}
47;государство;{"name":"государство"}
48;любовь;{"name":"любовь"}
49;взгляд;{"name":"взгляд"}
50;школа;{"name":"школа"}
51;общество;{"name":"общество"}
52;деятельность;{"name":"деятельность"}
53;организация;{"name":"организация"}
54;президент;{"name":"президент"}
55;комната;{"name":"комната"}
56;порядок;{"name":"порядок"}
57;момент;{"name":"момент"}
58;театр;{"name":"театр"}
59;письмо;{"name":"письмо"}
60;помощь;{"name":"помощь"}
61;ситуация;{"name":"ситуация"}
62;рубль;{"name":"рубль"}
63;состояние;{"name":"состояние"}
64;квартира;{"name":"квартира"}
65;внимание;{"name":"внимание"}
66;программа;{"name":"программа"}
67;задача;{"name":"задача"}
68;предприятие;{"name":"предприятие"}
69;разговор;{"name":"разговор"}
70;правительство;{"name":"правительство"}
71;семья;{"name":"семья"}
72;производство;{"name":"производство"}
73;информация;{"name":"информация"}
74;положение;{"name":"положение"}
75;центр;{"name":"центр"}
76;ответ;{"name":"ответ"}
77;интерес;{"name":"интерес"}
78;федерация;{"name":"федерация"}
79;управление;{"name":"управление"}
80;мужчина;{"name":"мужчина"}
81;совет;{"name":"совет"}
82;сердце;{"name":"сердце"}
83;движение;{"name":"движение"}
84;материал;{"name":"материал"}
85;чувство;{"name":"чувство"}
86;неделя;{"name":"неделя"}
87;наука;{"name":"наука"}
88;газета;{"name":"газета"}
89;причина;{"name":"причина"}
90;плечо;{"name":"плечо"}
91;точка;{"name":"точка"}
92;основа;{"name":"основа"}
93;товарищ;{"name":"товарищ"}
94;культура;{"name":"культура"}
95;мнение;{"name":"мнение"}
96;документ;{"name":"документ"}
97;институт;{"name":"институт"}
98;проект;{"name":"проект"}
99;встреча;{"name":"встреча"}
100;палец;{"name":"палец"}
101;служба;{"name":"служба"}
102;судьба;{"name":"судьба"}
103;девушка;{"name":"девушка"}
104;очередь;{"name":"очередь"}
105;состав;{"name":"состав"}
106;количество;{"name":"количество"}
107;объект;{"name":"объект"}
108;создание;{"name":"создание"}
109;значение;{"name":"значение"}
110;период;{"name":"период"}
111;искусство;{"name":"искусство"}
112;структура;{"name":"структура"}
113;пример;{"name":"пример"}
114;номер;{"name":"номер"}
115;исследование;{"name":"исследование"}
116;гражданин;{"name":"гражданин"}
117;начальник;{"name":"начальник"}
118;принцип;{"name":"принцип"}
119;метод;{"name":"метод"}
120;фильм;{"name":"фильм"}
121;гость;{"name":"гость"}
122;воздух;{"name":"воздух"}
123;характер;{"name":"характер"}
124;борьба;{"name":"борьба"}
125;размер;{"name":"размер"}
126;образование;{"name":"образование"}
127;мальчик;{"name":"мальчик"}
128;район;{"name":"район"}
129;кровь;{"name":"кровь"}
130;армия;{"name":"армия"}
131;класс;{"name":"класс"}
132;представитель;{"name":"представитель"}
133;участие;{"name":"участие"}
134;девочка;{"name":"девочка"}
135;герой;{"name":"герой"}
136;картина;{"name":"картина"}
137;спина;{"name":"спина"}
138;доллар;{"name":"доллар"}
139;территория;{"name":"территория"}
140;изменение;{"name":"изменение"}
141;течение;{"name":"течение"}
142;рисунок;{"name":"рисунок"}
143;направление;{"name":"направление"}
144;церковь;{"name":"церковь"}
145;сцена;{"name":"сцена"}
146;население;{"name":"население"}
147;большинство;{"name":"большинство"}
148;свобода;{"name":"свобода"}
149;память;{"name":"память"}
150;команда;{"name":"команда"}
151;договор;{"name":"договор"}
152;дерево;{"name":"дерево"}
153;хозяин;{"name":"хозяин"}
154;природа;{"name":"природа"}
155;телефон;{"name":"телефон"}
156;позиция;{"name":"позиция"}
157;писатель;{"name":"писатель"}
158;солнце;{"name":"солнце"}
159;спектакль;{"name":"спектакль"}
160;берег;{"name":"берег"}
161;фирма;{"name":"фирма"}
162;способ;{"name":"способ"}
163;руководитель;{"name":"руководитель"}
164;журнал;{"name":"журнал"}
165;специалист;{"name":"специалист"}
166;оценка;{"name":"оценка"}
167;регион;{"name":"регион"}
168;процент;{"name":"процент"}
169;песня;{"name":"песня"}
170;родитель;{"name":"родитель"}
171;требование;{"name":"требование"}
172;половина;{"name":"половина"}
173;основание;{"name":"основание"}
174;роман;{"name":"роман"}
175;анализ;{"name":"анализ"}
176;автомобиль;{"name":"автомобиль"}
177;экономика;{"name":"экономика"}
178;литература;{"name":"литература"}
179;бумага;{"name":"бумага"}
180;степень;{"name":"степень"}
181;господин;{"name":"господин"}
182;надежда;{"name":"надежда"}
183;предмет;{"name":"предмет"}
184;министр;{"name":"министр"}
185;вариант;{"name":"вариант"}
186;граница;{"name":"граница"}
187;модель;{"name":"модель"}
188;операция;{"name":"операция"}
189;название;{"name":"название"}
190;миллион;{"name":"миллион"}
191;успех;{"name":"успех"}
192;счастье;{"name":"счастье"}
193;ребята;{"name":"ребята"}
194;кабинет;{"name":"кабинет"}
195;пространство;{"name":"пространство"}
196;магазин;{"name":"магазин"}
197;знание;{"name":"знание"}
198;текст;{"name":"текст"}
199;защита;{"name":"защита"}
200;руководство;{"name":"руководство"}
201;сознание;{"name":"сознание"}
202;площадь;{"name":"площадь"}
203;возраст;{"name":"возраст"}
204;участок;{"name":"участок"}
205;участник;{"name":"участник"}
206;пункт;{"name":"пункт"}
207;линия;{"name":"линия"}
208;желание;{"name":"желание"}
209;доктор;{"name":"доктор"}
210;председатель;{"name":"председатель"}
211;художник;{"name":"художник"}
212;солдат;{"name":"солдат"}
213;представление;{"name":"представление"}
214;оружие;{"name":"оружие"}
215;соответствие;{"name":"соответствие"}
216;парень;{"name":"парень"}
217;ветер;{"name":"ветер"}
218;зрение;{"name":"зрение"}
219;генерал;{"name":"генерал"}
220;строительство;{"name":"строительство"}
221;понятие;{"name":"понятие"}
222;грудь;{"name":"грудь"}
223;услуга;{"name":"услуга"}
224;содержание;{"name":"содержание"}
225;радость;{"name":"радость"}
226;безопасность;{"name":"безопасность"}
227;продукт;{"name":"продукт"}
228;комплекс;{"name":"комплекс"}
229;бизнес;{"name":"бизнес"}
230;сотрудник;{"name":"сотрудник"}
231;технология;{"name":"технология"}
232;реформа;{"name":"реформа"}
233;отсутствие;{"name":"отсутствие"}
234;собака;{"name":"собака"}
235;камень;{"name":"камень"}
236;рассказ;{"name":"рассказ"}
237;контроль;{"name":"контроль"}
238;продукция;{"name":"продукция"}
239;сумма;{"name":"сумма"}
240;техника;{"name":"техника"}
241;здание;{"name":"здание"}
242;сфера;{"name":"сфера"}
243;необходимость;{"name":"необходимость"}
244;подготовка;{"name":"подготовка"}
245;республика;{"name":"республика"}
246;хозяйство;{"name":"хозяйство"}
247;бюджет;{"name":"бюджет"}
248;деревня;{"name":"деревня"}
249;мужик;{"name":"мужик"}
250;элемент;{"name":"элемент"}
251;обстоятельство;{"name":"обстоятельство"}
252;немец;{"name":"немец"}
253;победа;{"name":"победа"}
254;источник;{"name":"источник"}
255;звезда;{"name":"звезда"}
256;масса;{"name":"масса"}
257;сестра;{"name":"сестра"}
258;практика;{"name":"практика"}
259;проведение;{"name":"проведение"}
260;карман;{"name":"карман"}
261;слава;{"name":"слава"}
262;определение;{"name":"определение"}
263;кухня;{"name":"кухня"}
264;функция;{"name":"функция"}
265;войско;{"name":"войско"}
266;применение;{"name":"применение"}
267;комиссия;{"name":"комиссия"}
268;работник;{"name":"работник"}
269;капитан;{"name":"капитан"}
270;обеспечение;{"name":"обеспечение"}
271;офицер;{"name":"офицер"}
272;фамилия;{"name":"фамилия"}
273;предел;{"name":"предел"}
274;теория;{"name":"теория"}
275;отдел;{"name":"отдел"}
276;разработка;{"name":"разработка"}
277;личность;{"name":"личность"}
278;товар;{"name":"товар"}
279;праздник;{"name":"праздник"}
280;влияние;{"name":"влияние"}
281;читатель;{"name":"читатель"}
282;удовольствие;{"name":"удовольствие"}
283;слеза;{"name":"слеза"}
284;учитель;{"name":"учитель"}
285;ответственность;{"name":"ответственность"}
286;множество;{"name":"множество"}
287;особенность;{"name":"особенность"}
288;показатель;{"name":"показатель"}
289;корабль;{"name":"корабль"}
290;впечатление;{"name":"впечатление"}
291;частность;{"name":"частность"}
292;детство;{"name":"детство"}
293;профессор;{"name":"профессор"}
294;норма;{"name":"норма"}
295;прошлое;{"name":"прошлое"}
296;командир;{"name":"командир"}
297;коридор;{"name":"коридор"}
298;рамка;{"name":"рамка"}
299;поддержка;{"name":"поддержка"}
300;собрание;{"name":"собрание"}
301;клетка;{"name":"клетка"}
302;болезнь;{"name":"болезнь"}
303;заявление;{"name":"заявление"}
304;сравнение;{"name":"сравнение"}
305;депутат;{"name":"депутат"}
306;комитет;{"name":"комитет"}
307;режим;{"name":"режим"}
308;целое;{"name":"целое"}
309;вирус;{"name":"вирус"}
310;здоровье;{"name":"здоровье"}
311;десяток;{"name":"десяток"}
312;глубина;{"name":"глубина"}
313;студент;{"name":"студент"}
314;скорость;{"name":"скорость"}
315;секунда;{"name":"секунда"}
316;поиск;{"name":"поиск"}
317;налог;{"name":"налог"}
318;ошибка;{"name":"ошибка"}
319;доход;{"name":"доход"}
320;поверхность;{"name":"поверхность"}
321;ощущение;{"name":"ощущение"}
322;станция;{"name":"станция"}
323;карта;{"name":"карта"}
324;революция;{"name":"революция"}
325;министерство;{"name":"министерство"}
326;колено;{"name":"колено"}
327;бабушка;{"name":"бабушка"}
328;трубка;{"name":"трубка"}
329;мастер;{"name":"мастер"}
330;поведение;{"name":"поведение"}
331;столица;{"name":"столица"}
332;передача;{"name":"передача"}
333;механизм;{"name":"механизм"}
334;способность;{"name":"способность"}
335;подход;{"name":"подход"}
336;энергия;{"name":"энергия"}
337;существование;{"name":"существование"}
338;исполнение;{"name":"исполнение"}
339;сожаление;{"name":"сожаление"}
340;заместитель;{"name":"заместитель"}
341;ресурс;{"name":"ресурс"}
342;рождение;{"name":"рождение"}
343;акция;{"name":"акция"}
344;администрация;{"name":"администрация"}
345;стоимость;{"name":"стоимость"}
346;артист;{"name":"артист"}
347;фраза;{"name":"фраза"}
348;сосед;{"name":"сосед"}
349;фигура;{"name":"фигура"}
350;субъект;{"name":"субъект"}
351;фотография;{"name":"фотография"}
352;список;{"name":"список"}
353;журналист;{"name":"журналист"}
354;нарушение;{"name":"нарушение"}
355;толпа;{"name":"толпа"}
356;больница;{"name":"больница"}
357;поколение;{"name":"поколение"}
358;усилие;{"name":"усилие"}
359;схема;{"name":"схема"}
360;отличие;{"name":"отличие"}
361;остров;{"name":"остров"}
362;противник;{"name":"противник"}
363;волна;{"name":"волна"}
364;страница;{"name":"страница"}
365;реализация;{"name":"реализация"}
366;формирование;{"name":"формирование"}
367;житель;{"name":"житель"}
368;красота;{"name":"красота"}
369;птица;{"name":"птица"}
370;растение;{"name":"растение"}
371;явление;{"name":"явление"}
372;наличие;{"name":"наличие"}
373;водка;{"name":"водка"}
374;одежда;{"name":"одежда"}
375;кресло;{"name":"кресло"}
376;больной;{"name":"больной"}
377;университет;{"name":"университет"}
378;поезд;{"name":"поезд"}
379;традиция;{"name":"традиция"}
380;ладонь;{"name":"ладонь"}
381;декабрь;{"name":"декабрь"}
382;адрес;{"name":"адрес"}
383;цветок;{"name":"цветок"}
384;октябрь;{"name":"октябрь"}
385;лидер;{"name":"лидер"}
386;сентябрь;{"name":"сентябрь"}
387;занятие;{"name":"занятие"}
388;январь;{"name":"январь"}
389;помещение;{"name":"помещение"}
390;зритель;{"name":"зритель"}
391;редакция;{"name":"редакция"}
392;стиль;{"name":"стиль"}
393;весна;{"name":"весна"}
394;известие;{"name":"известие"}
395;август;{"name":"август"}
396;охрана;{"name":"охрана"}
397;зависимость;{"name":"зависимость"}
398;оборудование;{"name":"оборудование"}
399;расход;{"name":"расход"}
400;отделение;{"name":"отделение"}
401;концерт;{"name":"концерт"}
402;милиция;{"name":"милиция"}
403;переход;{"name":"переход"}
404;эпоха;{"name":"эпоха"}
405;тайна;{"name":"тайна"}
406;собственность;{"name":"собственность"}
407;родина;{"name":"родина"}
408;произведение;{"name":"произведение"}
409;запад;{"name":"запад"}
410;трава;{"name":"трава"}
411;лагерь;{"name":"лагерь"}
412;кровать;{"name":"кровать"}
413;имущество;{"name":"имущество"}
414;середина;{"name":"середина"}
415;аппарат;{"name":"аппарат"}
416;клиент;{"name":"клиент"}
417;фронт;{"name":"фронт"}
418;отрасль;{"name":"отрасль"}
419;беседа;{"name":"беседа"}
420;продажа;{"name":"продажа"}
421;законодательство;{"name":"законодательство"}
422;музей;{"name":"музей"}
423;сомнение;{"name":"сомнение"}
424;полковник;{"name":"полковник"}
425;понимание;{"name":"понимание"}
426;апрель;{"name":"апрель"}
427;князь;{"name":"князь"}
428;сутки;{"name":"сутки"}
429;кодекс;{"name":"кодекс"}
430;судья;{"name":"судья"}
431;настроение;{"name":"настроение"}
432;поток;{"name":"поток"}
433;преступление;{"name":"преступление"}
434;должность;{"name":"должность"}
435;еврей;{"name":"еврей"}
436;сотня;{"name":"сотня"}
437;дождь;{"name":"дождь"}
438;лестница;{"name":"лестница"}
439;установка;{"name":"установка"}
440;получение;{"name":"получение"}
441;труба;{"name":"труба"}
442;образец;{"name":"образец"}
443;осень;{"name":"осень"}
444;костюм;{"name":"костюм"}
445;ценность;{"name":"ценность"}
446;пьеса;{"name":"пьеса"}
447;обязанность;{"name":"обязанность"}
448;таблица;{"name":"таблица"}
449;лошадь;{"name":"лошадь"}
450;воспоминание;{"name":"воспоминание"}
451;коллега;{"name":"коллега"}
452;учреждение;{"name":"учреждение"}
453;ученик;{"name":"ученик"}
454;характеристика;{"name":"характеристика"}
455;оборона;{"name":"оборона"}
456;температура;{"name":"температура"}
457;приказ;{"name":"приказ"}
458;подруга;{"name":"подруга"}
459;перспектива;{"name":"перспектива"}
460;ресторан;{"name":"ресторан"}
461;жертва;{"name":"жертва"}
462;километр;{"name":"километр"}
463;признак;{"name":"признак"}
464;американец;{"name":"американец"}
465;заключение;{"name":"заключение"}
466;восток;{"name":"восток"}
467;исключение;{"name":"исключение"}
468;постановление;{"name":"постановление"}
469;секретарь;{"name":"секретарь"}
470;перевод;{"name":"перевод"}
471;кусок;{"name":"кусок"}
472;польза;{"name":"польза"}
473;звонок;{"name":"звонок"}
474;обстановка;{"name":"обстановка"}
475;соглашение;{"name":"соглашение"}
476;русский;{"name":"русский"}
477;деталь;{"name":"деталь"}
478;тишина;{"name":"тишина"}
479;зарплата;{"name":"зарплата"}
480;тюрьма;{"name":"тюрьма"}
481;подарок;{"name":"подарок"}
482;билет;{"name":"билет"}
483;конкурс;{"name":"конкурс"}
484;книжка;{"name":"книжка"}
485;изучение;{"name":"изучение"}
486;просьба;{"name":"просьба"}
487;публика;{"name":"публика"}
488;угроза;{"name":"угроза"}
489;сообщение;{"name":"сообщение"}
490;реклама;{"name":"реклама"}
491;назначение;{"name":"назначение"}
492;достижение;{"name":"достижение"}
493;портрет;{"name":"портрет"}
494;масло;{"name":"масло"}
495;стакан;{"name":"стакан"}
496;телевизор;{"name":"телевизор"}
497;творчество;{"name":"творчество"}
498;инструмент;{"name":"инструмент"}
499;экран;{"name":"экран"}
500;лейтенант;{"name":"лейтенант"}
501;концепция;{"name":"концепция"}
502;канал;{"name":"канал"}
503;конфликт;{"name":"конфликт"}
504;запись;{"name":"запись"}
505;вагон;{"name":"вагон"}
506;сотрудничество;{"name":"сотрудничество"}
507;последствие;{"name":"последствие"}
508;площадка;{"name":"площадка"}
509;зеркало;{"name":"зеркало"}
510;академия;{"name":"академия"}
511;потребность;{"name":"потребность"}
512;палата;{"name":"палата"}
513;ноябрь;{"name":"ноябрь"}
514;увеличение;{"name":"увеличение"}
515;поездка;{"name":"поездка"}
516;дурак;{"name":"дурак"}
517;февраль;{"name":"февраль"}
518;потеря;{"name":"потеря"}
519;устройство;{"name":"устройство"}
520;принятие;{"name":"принятие"}
521;мероприятие;{"name":"мероприятие"}
522;вещество;{"name":"вещество"}
523;сезон;{"name":"сезон"}
524;категория;{"name":"категория"}
525;издание;{"name":"издание"}
526;гостиница;{"name":"гостиница"}
527;человечество;{"name":"человечество"}
528;темнота;{"name":"темнота"}
529;объединение;{"name":"объединение"}
530;опасность;{"name":"опасность"}
531;колесо;{"name":"колесо"}
532;коллектив;{"name":"коллектив"}
533;камера;{"name":"камера"}
534;следствие;{"name":"следствие"}
535;длина;{"name":"длина"}
536;родственник;{"name":"родственник"}
537;кандидат;{"name":"кандидат"}
538;присутствие;{"name":"присутствие"}
539;давление;{"name":"давление"}
540;доска;{"name":"доска"}
541;взаимодействие;{"name":"взаимодействие"}
542;двигатель;{"name":"двигатель"}
543;достоинство;{"name":"достоинство"}
544;истина;{"name":"истина"}
545;разница;{"name":"разница"}
546;оплата;{"name":"оплата"}
547;водитель;{"name":"водитель"}
548;снижение;{"name":"снижение"}
549;пакет;{"name":"пакет"}
550;формула;{"name":"формула"}
551;капитал;{"name":"капитал"}
552;живот;{"name":"живот"}
553;эффект;{"name":"эффект"}
554;новость;{"name":"новость"}
555;губернатор;{"name":"губернатор"}
556;эксперт;{"name":"эксперт"}
557;убийство;{"name":"убийство"}
558;смена;{"name":"смена"}
559;доклад;{"name":"доклад"}
560;платье;{"name":"платье"}
561;автобус;{"name":"автобус"}
562;психология;{"name":"психология"}
563;общение;{"name":"общение"}
564;ремонт;{"name":"ремонт"}
565;процедура;{"name":"процедура"}
566;порог;{"name":"порог"}
567;обращение;{"name":"обращение"}
568;ожидание;{"name":"ожидание"}
569;памятник;{"name":"памятник"}
570;наблюдение;{"name":"наблюдение"}
571;корень;{"name":"корень"}
572;признание;{"name":"признание"}
573;доказательство;{"name":"доказательство"}
574;буква;{"name":"буква"}
575;постель;{"name":"постель"}
576;компьютер;{"name":"компьютер"}
577;владелец;{"name":"владелец"}
578;инженер;{"name":"инженер"}
579;старуха;{"name":"старуха"}
580;ракета;{"name":"ракета"}
581;лодка;{"name":"лодка"}
582;серия;{"name":"серия"}
583;шутка;{"name":"шутка"}
584;вершина;{"name":"вершина"}
585;торговля;{"name":"торговля"}
586;нефть;{"name":"нефть"}
587;цифра;{"name":"цифра"}
588;недостаток;{"name":"недостаток"}
589;корпус;{"name":"корпус"}
590;талант;{"name":"талант"}
591;сущность;{"name":"сущность"}
592;сапог;{"name":"сапог"}
593;полоса;{"name":"полоса"}
594;рассмотрение;{"name":"рассмотрение"}
595;следователь;{"name":"следователь"}
596;описание;{"name":"описание"}
597;отказ;{"name":"отказ"}
598;редактор;{"name":"редактор"}
599;забота;{"name":"забота"}
600;дворец;{"name":"дворец"}
601;эксперимент;{"name":"эксперимент"}
602;печать;{"name":"печать"}
603;кольцо;{"name":"кольцо"}
604;пистолет;{"name":"пистолет"}
605;профессия;{"name":"профессия"}
606;начальство;{"name":"начальство"}
607;воспитание;{"name":"воспитание"}
608;дружба;{"name":"дружба"}
609;окончание;{"name":"окончание"}
610;совесть;{"name":"совесть"}
611;инициатива;{"name":"инициатива"}
612;записка;{"name":"записка"}
613;величина;{"name":"величина"}
614;спорт;{"name":"спорт"}
615;кость;{"name":"кость"}
616;активность;{"name":"активность"}
617;майор;{"name":"майор"}
618;потолок;{"name":"потолок"}
619;конференция;{"name":"конференция"}
620;помощник;{"name":"помощник"}
621;библиотека;{"name":"библиотека"}
622;ручка;{"name":"ручка"}
623;конструкция;{"name":"конструкция"}
624;металл;{"name":"металл"}
625;транспорт;{"name":"транспорт"}
626;прокурор;{"name":"прокурор"}
627;молоко;{"name":"молоко"}
628;соединение;{"name":"соединение"}
629;поэзия;{"name":"поэзия"}
630;расстояние;{"name":"расстояние"}
631;краска;{"name":"краска"}
